Rk,Player,Tm,FantPos,Age,G,GS,Cmp,PAtt,PYds,PTD,Int,RAtt,RYds,RYA,RTD,Tgt,Rec,RecYds,RecY/R,RecTD,Fmb,FL,TD,2PM,2PP,PPR
379,Ryan Griffin\GrifRy00,NYJ,TE,30,9,2,0,0,0,0,0,0,0,,0,10,7,55,7.86,0,0,0,0,,,12.5
380,Chris Herndon\HernCh00,NYJ,TE,24,9,8,0,0,0,0,0,0,0,,0,24,14,101,7.21,0,2,2,0,,,20.1
381,Jalen Hurts\HurtJa00,PHI,QB,22,7,0,2,2,27,0,0,9,51,5.67,0,1,1,3,3,0,2,0,0,,,7.5
382,Ty Johnson\JohnTy02,2TM,RB,23,6,0,0,0,0,0,0,6,57,9.5,0,3,1,6,6,0,0,0,0,,,7.3
383,Marlon Mack\MackMa00,IND,RB,24,1,1,0,0,0,0,0,4,26,6.5,0,3,3,30,10,0,0,0,0,,,8.6
384,LeSean McCoy\McCoLe01,TAM,RB,32,5,0,0,0,0,0,0,6,-1,-0.17,0,14,10,61,6.1,0,0,0,0,,,16
385,Vance McDonald\McDoVa00,PIT,TE,30,8,6,0,0,0,0,0,0,0,,0,11,9,61,6.78,0,0,0,0,,,15.1
386,Jaydon Mickens\MickJa01,TAM,WR,26,9,0,0,0,0,0,0,0,0,,0,10,7,58,8.29,0,0,0,0,,,12.8
387,Damion Ratley\RatlDa00,NYG,WR,25,5,0,0,0,0,0,0,0,0,,0,10,4,63,15.75,0,1,0,0,,,10.3
388,Patrick Ricard\RicaPa00,BAL,RB,26,8,4,0,0,0,0,0,1,-1,-1,0,5,3,17,5.67,1,1,1,1,,,8.6
389,Lee Smith\SmitLe00,BUF,WR,33,3,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,,,7.1
390,Jordan Thomas\ThomJo05,ARI,TE,24,4,0,0,0,0,0,0,0,0,,0,1,1,3,3,1,0,0,1,,,7.3
391,Maxx Williams\WillMa04,ARI,TE,26,2,1,0,0,0,0,0,0,0,,0,3,1,4,4,1,0,0,1,,,7.4
392,Jamal Agnew\AgneJa00,DET,WR,25,7,0,0,0,0,0,0,3,15,5,0,9,6,38,6.33,0,1,0,0,,,11.3
393,Chad Beebe\BeebCh00,MIN,WR,26,6,0,0,0,0,0,0,0,0,,0,10,5,47,9.4,0,1,0,0,,,9.7
394,D'Onta Foreman\ForeDO00,TEN,RB,24,2,0,0,0,0,0,0,10,48,4.8,0,0,0,0,,0,0,0,0,,,4.8
395,Demetrius Harris\HarrDe03,CHI,TE,29,9,5,0,0,0,0,0,0,0,,0,14,7,45,6.43,0,0,0,0,,,11.5
396,Dontrell Hilliard\HillDo00,CLE,RB,25,5,0,0,0,0,0,0,9,48,5.33,0,1,1,2,2,0,0,0,0,,,6
397,KhaDarel Hodge\HodgKh00,CLE,WR,25,4,0,0,0,0,0,0,0,0,,0,6,3,51,17,0,0,0,0,,,8.1
398,Johnny Mundt\MundJo00,LAR,TE,26,8,1,0,0,0,0,0,0,0,,0,4,4,53,13.25,0,0,0,0,,,9.3
399,Darrius Shepherd\ShepDa00,GNB,WR,25,6,0,0,0,0,0,0,0,0,,0,8,5,46,9.2,0,0,0,0,,,9.6
400,Isaiah Zuber\ZubeIs00,NWE,WR,23,4,0,0,0,0,0,0,2,21,10.5,0,2,2,29,14.5,0,0,0,0,,,7
401,Salvon Ahmed\AhmeSa01,MIA,RB,22,1,0,0,0,0,0,0,7,38,5.43,0,0,0,0,,0,0,0,0,,,3.8
402,Lawrence Cager\CageLa01,NYJ,WR,23,2,1,0,0,0,0,0,0,0,,0,6,2,35,17.5,0,0,0,0,,,5.5
403,Ted Ginn Jr.\GinnTe00,CHI,WR,35,6,0,0,0,0,0,0,0,0,,0,6,3,40,13.33,0,1,0,0,,,7
404,Chris Manhertz\ManhCh00,CAR,TE,28,9,6,0,0,0,0,0,0,0,,0,6,5,41,8.2,0,0,0,0,,,9.1
405,Jarrett Stidham\StidJa00,NWE,QB,24,2,0,11,23,124,1,3,4,6,1.5,0,0,0,0,,0,0,0,0,,,3.6
406,Nick Vannett\VannNi00,DEN,TE,27,7,4,0,0,0,0,0,0,0,,0,11,6,44,7.33,0,0,0,0,,,10.4
407,Antonio Brown\BrowAn04,TAM,WR,32,1,0,0,0,0,0,0,0,0,,0,5,3,31,10.33,0,0,0,0,,,6.1
408,Pharaoh Brown\BrowPh01,HOU,TE,26,6,4,0,0,0,0,0,0,0,,0,4,3,32,10.67,0,0,0,0,,,6.2
409,Trenton Cannon\CannTr00,CAR,RB,26,7,0,0,0,0,0,0,6,18,3,0,2,2,15,7.5,0,0,0,0,,,5.3
410,Cethan Carter\CartCe00,CIN,TE,25,7,2,0,0,0,0,0,0,0,,0,4,3,27,9,0,0,0,0,,,5.7
411,Antonio Gandy-Golden\GandAn00,WAS,WR,22,5,2,0,0,0,0,0,1,22,22,0,4,1,3,3,0,0,0,0,,,3.5
412,KeeSean Johnson\JohnKe07,ARI,WR,24,2,0,0,0,0,0,0,0,0,,0,8,3,29,9.67,0,0,0,0,,,5.9
413,Patrick Laird\LairPa00,MIA,RB,25,8,0,0,0,0,0,0,1,-1,-1,0,4,4,28,7,0,0,0,0,,,6.7
414,Josh Malone\MaloJo00,NYJ,WR,24,4,0,0,0,0,0,0,1,12,12,0,6,4,16,4,0,0,0,0,,,6.8
415,Gunner Olszewski\OlszGu00,NWE,WR,24,5,2,0,0,0,0,0,4,22,5.5,0,2,2,10,5,0,1,0,0,,,5.2
416,Seth Roberts\RobeSe00,CAR,WR,29,7,1,0,0,0,0,0,0,0,,0,6,4,31,7.75,0,0,0,0,,,7.1
417,Darwin Thompson\ThomDa06,KAN,RB,24,8,0,0,0,0,0,0,13,52,4,0,4,0,0,,0,1,1,0,,,3.2
418,Nick Westbrook-Ikhine\WestNi00,TEN,WR,23,7,1,0,0,0,0,0,0,0,,0,3,1,7,7,0,0,0,0,1,,3.7
419,Brandon Zylstra\ZylsBr00,CAR,WR,27,9,0,0,0,0,0,0,0,0,,0,2,2,32,16,0,0,0,0,,,5.2
420,Alex Armah\ArmaAl00,CAR,RB,26,9,1,0,0,0,0,0,5,6,1.2,0,3,1,14,14,0,0,0,0,,,3
421,Mike Boone\BoonMi00,MIN,RB,25,8,0,0,0,0,0,0,3,18,6,0,1,1,6,6,0,0,0,0,,,3.4
422,Deontay Burnett\BurnDe00,PHI,WR,23,2,0,0,0,0,0,0,0,0,,0,4,3,19,6.33,0,0,0,0,,,4.9
423,Michael Burton\BurtMi00,NOR,RB,28,8,4,0,0,0,0,0,5,8,1.6,0,2,2,15,7.5,0,0,0,0,,,4.3
424,Stephen Carlson\CarlSt00,CLE,,24,8,2,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,1,,2
425,Austin Carr\CarrAu00,NOR,WR,27,3,0,0,0,0,0,0,0,0,,0,2,2,16,8,0,0,0,0,,,3.6
426,Alex Erickson\EricAl01,CIN,WR,28,8,0,0,0,0,0,0,1,7,7,0,2,1,9,9,0,0,0,0,,,2.6
427,Darrynton Evans\EvanDa02,TEN,RB,22,2,0,0,0,0,0,0,5,21,4.2,0,0,0,0,,0,0,0,0,,,2.1
428,Daurice Fountain\FounDa00,IND,WR,25,5,0,0,0,0,0,0,0,0,,0,3,2,23,11.5,0,0,0,0,,,4.3
429,C.J. Ham\HamxC.00,MIN,RB,27,8,5,0,0,0,0,0,3,8,2.67,0,4,1,11,11,0,0,0,0,,,2.9
430,Brian Hoyer\HoyeBr00,NWE,QB,35,1,1,15,24,130,0,1,1,8,8,0,0,0,0,,0,1,1,0,,,2
431,Tanner Hudson\HudsTa00,TAM,TE,26,8,0,0,0,0,0,0,0,0,,0,6,2,21,10.5,0,0,0,0,,,4.1
432,Andy Janovich\JanoAn00,CLE,RB,27,8,2,0,0,0,0,0,2,4,2,0,3,2,13,6.5,0,0,0,0,,,3.7
433,Case Keenum\KeenCa00,CLE,QB,32,1,0,5,10,46,0,0,0,0,,0,0,0,0,,0,0,0,0,,,1.8
434,Nick Keizer\KeizNi00,KAN,TE,25,9,2,0,0,0,0,0,0,0,,0,7,4,43,10.75,0,1,1,0,,,6.3
435,Ty Montgomery\MontTy01,NOR,RB,27,2,0,0,0,0,0,0,1,-4,-4,0,3,2,25,12.5,0,0,0,0,,,4.1
436,Elijhaa Penny\PennEl00,NYG,RB,27,9,0,0,0,0,0,0,2,5,2.5,0,2,1,11,11,0,0,0,0,,,2.6
437,Riley Ridley\RidlRi00,CHI,WR,24,1,1,0,0,0,0,0,0,0,,0,2,2,23,11.5,0,0,0,0,,,4.3
438,John Ross\RossJo00,CIN,WR,26,3,1,0,0,0,0,0,0,0,,0,7,2,17,8.5,0,0,0,0,,,3.7
439,Keith Smith\SmitKe03,ATL,RB,28,9,3,0,0,0,0,0,3,4,1.33,0,6,4,11,2.75,0,0,0,0,,,5.5
440,Diontae Spencer\SpenDi00,DEN,WR,28,5,0,0,0,0,0,0,1,9,9,0,2,1,7,7,0,0,0,0,,,2.6
441,Luke Stocker\StocLu00,ATL,TE,32,9,7,0,0,0,0,0,0,0,,0,5,3,20,6.67,0,0,0,0,,,5
442,Levine Toilolo\ToilLe00,NYG,TE,29,9,2,0,0,0,0,0,0,0,,0,4,3,22,7.33,0,0,0,0,,,5.2
443,Matt Barkley\BarkMa00,BUF,QB,30,1,0,3,5,22,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0.9
444,Nick Bellore\BellNi01,SEA,RB,31,8,0,0,0,0,0,0,1,5,5,0,1,1,9,9,0,0,0,0,,,2.4
445,Khari Blasingame\BlasKh00,TEN,RB,24,7,3,0,0,0,0,0,0,0,,0,3,2,10,5,0,0,0,0,,,3
446,Lynn Bowden Jr.\BowdLy00,MIA,RB,23,4,1,0,0,0,0,0,4,9,2.25,0,1,1,-1,-1,0,0,0,0,,,1.8
447,Jacoby Brissett\BrisJa00,IND,QB,28,3,0,2,5,17,0,0,2,0,0,0,0,0,0,,0,0,0,0,,,0.7
448,Jake Butt\ButtJa00,DEN,TE,25,5,1,0,0,0,0,0,0,0,,0,4,2,5,2.5,0,0,0,0,,,2.5
449,Tyrie Cleveland\ClevTy00,DEN,WR,23,7,0,0,0,0,0,0,0,0,,0,3,1,7,7,0,0,0,0,,,1.7
450,Alex Collins\CollAl00,SEA,RB,26,1,0,0,0,0,0,0,2,5,2.5,0,0,0,0,,0,0,0,0,,,0.5
451,Pharoh Cooper\CoopPh00,CAR,WR,25,9,0,0,0,0,0,0,0,0,,0,1,1,12,12,0,1,0,0,,,2.2
452,Chandler Cox\CoxxCh01,MIA,RB,24,7,3,0,0,0,0,0,0,0,,0,2,2,9,4.5,0,0,0,0,,,2.9
453,River Cracraft\CracRi00,SFO,WR,26,2,1,0,0,0,0,0,0,0,,0,5,2,13,6.5,0,0,0,0,,,3.3
454,Josiah Deguara\DeguJo00,GNB,TE,23,2,1,0,0,0,0,0,0,0,,0,2,1,12,12,0,0,0,0,,,2.2
455,Rico Dowdle\DowdRi01,DAL,RB,22,8,0,0,0,0,0,0,3,13,4.33,0,0,0,0,,0,0,0,0,,,1.3
456,D.J. Foster\FostD.01,ARI,RB,27,3,0,0,0,0,0,0,1,2,2,0,1,1,7,7,0,0,0,0,,,1.9
457,Bennie Fowler\FowlBe00,NOR,WR,29,5,0,0,0,0,0,0,0,0,,0,6,2,11,5.5,0,0,0,0,,,3.1
458,Cullen Gillaspia\GillCu00,HOU,RB,25,6,0,0,0,0,0,0,0,0,,0,1,1,6,6,0,0,0,0,,,1.6
459,Jaeden Graham\GrahJa01,ATL,TE,25,9,0,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,,,1.7
460,Temarrick Hemingway\HemiTe00,WAS,TE,27,4,0,0,0,0,0,0,0,0,,0,2,1,10,10,0,0,0,0,,,2
461,Cody Hollister\HollCo00,TEN,WR,27,2,0,0,0,0,0,0,0,0,,0,1,1,12,12,0,0,0,0,,,2.2
462,Jason Huntley\HuntJa01,PHI,RB,22,4,0,0,0,0,0,0,3,14,4.67,0,1,0,0,,0,0,0,0,,,1.4
463,Blake Jarwin\JarwBl00,DAL,TE,26,1,1,0,0,0,0,0,0,0,,0,1,1,12,12,0,0,0,0,,,2.2
464,Juwan Johnson\JohnJu02,NOR,WR,24,2,2,0,0,0,0,0,0,0,,0,3,1,5,5,0,0,0,0,,,1.5
465,Dalton Keene\KeenDa00,NWE,TE,21,1,0,0,0,0,0,0,0,0,,0,1,1,8,8,0,0,0,0,,,1.8
466,Marcus Kemp\KempMa00,KAN,WR,25,7,0,0,0,0,0,0,0,0,,0,1,1,11,11,0,0,0,0,,,2.1
467,Keith Kirkwood\KirkKe00,CAR,WR,27,1,0,0,0,0,0,0,0,0,,0,2,1,13,13,0,0,0,0,,,2.3
468,Tommylee Lewis\LewiTo00,NOR,WR,28,1,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,,,1.5
469,John Lovett\LoveJo02,GNB,QB,24,8,0,0,0,0,0,0,3,6,2,0,0,0,0,,0,0,0,0,,,0.6
470,Malcolm Perry\PerrMa00,MIA,RB,23,2,1,0,0,0,0,0,1,-5,-5,0,2,1,10,10,0,0,0,0,,,1.5
471,Senorise Perry\PerrSe00,TEN,RB,29,2,0,0,0,0,0,0,2,9,4.5,0,0,0,0,,0,0,0,0,,,0.9
472,Theo Riddick\RiddTh00,LVR,RB,29,1,0,0,0,0,0,0,2,13,6.5,0,0,0,0,,0,0,0,0,,,1.3
473,Jaylen Samuels\SamuJa00,PIT,RB,24,8,0,0,0,0,0,0,3,8,2.67,0,5,2,5,2.5,0,0,0,0,,,3.3
474,Mohamed Sanu\SanuMo00,SFO,WR,31,3,0,0,0,0,0,0,0,0,,0,1,1,9,9,0,0,0,0,,,1.9
475,Trent Sherfield\SherTr00,ARI,WR,24,8,0,0,0,0,0,0,0,0,,0,1,1,6,6,0,0,0,0,,,1.6
476,Vyncint Smith\SmitVy00,NYJ,WR,24,3,0,0,0,0,0,0,0,0,,0,1,1,13,13,0,0,0,0,,,2.3
477,Jeremy Sprinkle\SpriJe00,WAS,TE,26,8,5,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,,,1.6
478,Equanimeous St. Brown\St.BEq00,GNB,WR,24,4,0,0,0,0,0,0,0,0,,0,5,1,12,12,0,0,0,0,,,2.2
479,Geoff Swaim\SwaiGe00,TEN,TE,27,3,1,0,0,0,0,0,0,0,,0,4,2,10,5,0,0,0,0,,,3
480,DeAndre Washington\WashDe00,KAN,RB,27,1,0,0,0,0,0,0,3,5,1.67,0,1,1,2,2,0,0,0,0,,,1.7
481,Dwayne Washington\WashDw00,NOR,RB,26,6,0,0,0,0,0,0,5,9,1.8,0,0,0,0,,0,0,0,0,,,0.9
482,Trevon Wesco\WescTr00,NYJ,TE,25,8,2,0,0,0,0,0,1,0,0,0,2,1,5,5,0,0,0,0,,,1.5
483,Dexter Williams\WillDe07,GNB,RB,23,2,0,0,0,0,0,0,2,8,4,0,0,0,0,,0,0,0,0,,,0.8
484,Deon Yelder\YeldDe00,KAN,TE,25,7,0,0,0,0,0,0,0,0,,0,2,2,10,5,0,0,0,0,,,3
485,Stephen Anderson\AndeSt01,LAC,,27,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
486,Antony Auclair\AuclAn00,TAM,,27,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
487,Jeff Badet\BadeJe00,WAS,,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
488,Kenjon Barner\BarnKe00,TAM,,30,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,
489,Marcus Baugh\BaugMa02,WAS,TE,26,4,1,0,0,0,0,0,0,0,,0,1,1,2,2,0,0,0,0,,,1.2
490,Evan Baylis\BaylEv00,ARI,,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
491,Andrew Beck\BeckAn01,DEN,,24,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
492,Daniel Brown\BrowDa04,NYJ,,28,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
493,Fred Brown\BrowFr01,DEN,,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
494,Deante Burton\BurtDe00,DAL,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
495,Hakeem Butler\ButlHa00,PHI,,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,
496,Deon Cain\CainDe00,PIT,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
497,Derek Carrier\CarrDe00,LVR,,30,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
498,Tyler Conklin\ConkTy00,MIN,,25,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
499,Gehrig Dieter\DietGe00,KAN,,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
500,Keelan Doss\DossKe00,LVR,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
501,Trey Edmunds\EdmuTr00,PIT,,26,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
502,Ryan Finley\FinlRy00,CIN,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
503,Blaine Gabbert\GabbBl00,TAM,QB,31,2,0,0,1,0,0,0,4,1,0.25,0,0,0,0,,0,0,0,0,,,0.1
504,Rico Gafford\GaffRi00,LVR,,24,3,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,
505,C.J. Goodwin\GoodC.00,DAL,,30,9,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,
506,Cyril Grayson\GrayCy01,TAM,,27,3,0,0,0,0,0,0,0,0,,0,3,0,0,,0,0,0,0,,,
507,Garrett Griffin\GrifGa00,NOR,,26,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
508,Justin Hardee\HardJu01,NOR,,26,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
509,Clark Harris\HarrCl20,CIN,,36,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
510,Justice Hill\HillJu00,BAL,,23,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
511,K.J. Hill\HillKJ00,LAC,WR,23,7,0,0,0,0,0,0,0,0,,0,6,2,23,11.5,0,1,1,0,,,2.3
512,J.P. Holtz\HoltJ.01,CHI,,27,9,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
513,Johnny Holton\HoltJo00,NYG,,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
514,Buddy Howell\HoweGr00,HOU,,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
515,Jake Kumerow\KumeJa00,BUF,,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
516,Marken Michel\MichMa00,CAR,,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
517,Bruce Miller\MillBr02,JAX,RB,33,7,4,0,0,0,0,0,0,0,,0,2,1,2,2,0,0,0,0,,,1.2
518,Chris Moore\MoorCh00,BAL,,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
519,Jason Moore\MoorJa02,LAC,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
520,Jojo Natson\NatsJo00,CLE,WR,26,3,0,0,0,0,0,0,1,3,3,0,0,0,0,,0,0,0,0,,,0.3
521,Isaac Nauta\NautIs00,DET,TE,23,4,0,0,0,0,0,0,0,0,,0,1,1,3,3,0,0,0,0,,,1.3
522,Dare Ogunbowale\OgunDa00,JAX,,26,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
523,Qadree Ollison\OlliQa00,ATL,RB,24,3,0,0,0,0,0,0,1,3,3,0,0,0,0,,0,0,0,0,,,0.3
524,Devine Ozigbo\OzigDe01,JAX,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
525,C.J. Prosise\ProsC.00,HOU,RB,26,6,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,,,0.1
526,Andre Roberts\RobeAn00,BUF,WR,32,9,0,0,0,0,0,0,1,-3,-3,0,3,2,22,11,0,1,1,0,,,1.9
527,Mason Rudolph\RudoMa00,PIT,QB,25,2,0,3,4,9,0,0,3,-3,-1,0,0,0,0,,0,0,0,0,,,0.1
528,Eric Saubert\SaubEr00,JAX,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
529,Mason Schreck\SchrMa00,CIN,,27,6,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
530,Ricky Seals-Jones\SealRi00,KAN,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,
531,Tajae Sharpe\SharTa00,MIN,,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,
532,Matthew Slater\SlatMa00,NWE,,35,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
533,Easton Stick\SticEa00,LAC,QB,25,1,0,1,1,4,0,0,1,-2,-2,0,0,0,0,,0,0,0,0,,,
534,Chris Streveler\StreCh00,ARI,QB,25,3,0,0,0,0,0,0,1,3,3,0,0,0,0,,0,0,0,0,,,0.3
535,Taywan Taylor\TaylTa00,CLE,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
536,Colin Thompson\ThomCo03,CAR,,27,8,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,
537,Eric Tomlinson\TomlEr01,NYG,,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
538,Ross Travis\TravRo00,NYJ,,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
539,Malik Turner\TurnMa00,DAL,,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
540,Phillip Walker\WalkPh00,CAR,QB,25,1,0,1,4,3,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0.1
541,Austin Walter\WaltAu00,SFO,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
542,Kahale Warring\WarrKa00,HOU,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
543,Nsimba Webster\WebsNs00,LAR,,24,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,
544,Kevin White\WhitKe00,SFO,,28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
545,Duke Williams\WillDu01,BUF,,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
546,Jonathan Williams\WillJo07,DET,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
547,Luke Willson\WillLu00,SEA,,30,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
548,Trayveon Williams\WillTr06,CIN,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
549,Jameis Winston\WinsJa00,NOR,QB,26,1,0,1,1,12,0,0,3,-3,-1,0,0,0,0,,0,0,0,0,,,0.2
550,Tim Boyle\BoylTi00,GNB,QB,26,6,0,0,0,0,0,0,8,-6,-0.75,0,0,0,0,,0,1,0,0,,,-0.6
551,DeAndre Carter\CartDe02,HOU,WR,27,8,0,0,0,0,0,0,0,0,,0,2,1,8,8,0,1,1,0,,,-0.2
552,Keke Coutee\CoutKe00,HOU,WR,23,1,0,0,0,0,0,0,0,0,,0,2,2,11,5.5,0,1,1,0,,,1.1
553,Adrian Killins\KillAd00,PHI,RB,22,1,0,0,0,0,0,0,1,-12,-12,0,1,1,2,2,0,0,0,0,,,
554,Robert Griffin III\GrifRo01,BAL,QB,30,3,0,1,2,9,0,1,5,1,0.2,0,0,0,0,,0,0,0,0,,,-1.5
555,Dante Pettis\PettDa00,SFO,,25,5,1,0,0,0,0,0,0,0,,0,1,0,0,,0,1,1,0,,,-2
556,Dede Westbrook\WestDe00,JAX,WR,27,2,0,0,0,0,0,0,0,0,,0,1,1,4,4,0,1,1,0,,,-0.6
